Agency,Sub_County,Neighborhood,Price,link,sq_mtrs,Bedrooms,Bathrooms
Greenday Properties,Westlands,Westlands Area,"KSh 130,000",/listings/3-bedroom-apartment-for-rent-westlands-area-3450110,218,3,4
Avic International,Dagoretti North,"Laikipia Road, Kileleshwa","KSh 130,000",/listings/2-bedroom-apartment-for-rent-kileleshwa-3437687,2,2,2
Pmm Properties,Westlands,"Rhapta Road, Westlands Area","KSh 130,000",/listings/4-bedroom-apartment-for-rent-westlands-area-3464056,4,4,3
Vimar Properties,Ngong Road,Ngong Road,"KSh 130,000",/listings/furnished-2-bedroom-apartment-for-rent-3468331,2,2,
Dalizu Holdings Limited,Dagoretti North,Kileleshwa,"KSh 130,000",/listings/4-bedroom-apartment-for-rent-kileleshwa-3452554,4,4,5
Proptech Kenya Limited,Dagoretti North,Kilimani,"KSh 130,000",/listings/3-bedroom-apartment-for-rent-kilimani-3465976,3,3,4
Coralinternational Ltd,Westlands,"Brookside Drive, Brookside Heights, Brookside","KSh 130,000",/listings/3-bedroom-apartment-for-rent-brookside-3435805,3,3,3
Swiveltrend Ltd,Westlands,"mvuli road, Westlands Area","KSh 130,000",/listings/furnished-3-bedroom-apartment-for-rent-westlands-area-3464001,3,3,2
Ace Realtors Limited,Dagoretti North,"21 05 03, 05 RA, Kileleshwa","KSh 130,000",/listings/4-bedroom-apartment-for-rent-kileleshwa-3468136,210,4,4
Mambo Properties Enterprise,Westlands,"Riverside Drive, Riverside","KSh 130,000",/listings/2-bedroom-apartment-for-rent-riverside-3435007,130,2,2
Kenya Classic Homes,Langata,Karen,"KSh 130,000",/listings/furnished-2-bedroom-apartment-for-rent-karen-3442860,2787,2,2
Kenya Classic Homes,Westlands,Riverside,"KSh 130,000",/listings/3-bedroom-apartment-for-rent-riverside-3466342,230,3,3
Prudential Green Ville,Dagoretti North,"kileleshwa, Kileleshwa, Kileleshwa","KSh 130,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-1-3456846,3,3,3
City Homes Kenya Real Estate,Dagoretti North,"Rose avenue, Kilimani","KSh 130,000",/listings/furnished-2-bedroom-apartment-for-rent-kilimani-3466478,2,2,2
Sir Francis Marketingconsultants Ltd,Dagoretti North,"Valley Arcade, Lavington","KSh 130,000",/listings/4-bedroom-apartment-for-rent-lavington-3461570,232,4,5
Masterways Properties Ltd,Westlands,"School Lane, Brookside","KSh 130,000",/listings/3-bedroom-apartment-for-rent-brookside-3462910,2500,3,4
Dayfield Agencies,Westlands,Parklands,"KSh 130,000",/listings/furnished-1-bedroom-apartment-for-rent-parklands-3461317,1,1,1
Origin Homes,Westlands,Riverside,"KSh 130,000",/listings/3-bedroom-apartment-for-rent-riverside-3465698,3,3,4
Cura International Limited,Dagoretti North,Kilimani,"KSh 130,000",/listings/3-bedroom-apartment-for-rent-kilimani-3461619,3,3,3
Royani Properties Limited,Westlands,"84 Riverside Drive, Riverside","KSh 130,000",/listings/3-bedroom-apartment-for-rent-riverside-3449661,3,3,2
Buy Rent Shelters,Westlands,"Riverside, Riverside","KSh 130,000",/listings/3-bedroom-apartment-for-rent-riverside-1-3453998,3,3,3
Apricotsolutions Limited,Dagoretti North,Kileleshwa,"KSh 130,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3448095,3,3,
Wealthlink Realtors Ltd,Westlands,Westlands Area,"KSh 130,000",/listings/furnished-3-bedroom-apartment-for-rent-westlands-area-3462697,3,3,3
Wealthlink Realtors Ltd,Westlands,Westlands Area,"KSh 130,000",/listings/3-bedroom-apartment-for-rent-westlands-area-3466749,21000,3,3
Dakima Home International,Westlands,"Raphta Road, Westlands Area","KSh 130,000",/listings/3-bedroom-apartment-for-rent-westlands-area-3445477,3,3,3
Westside Real Estate,Westlands,"11, Riverside Drive, Riverside","KSh 130,000",/listings/3-bedroom-apartment-for-rent-riverside-3462165,180,3,3
Yellow Market,Dagoretti North,"Near Valley Arcade, Lavington","KSh 130,000",/listings/3-bedroom-apartment-for-rent-lavington-3429198,193,3,3
Right Fit Properties,Dagoretti North,Lavington,"KSh 130,000",/listings/3-bedroom-apartment-for-rent-lavington-3468227,3,3,3
Landmark Top Solutions,Westlands,Riverside,"KSh 130,000",/listings/3-bedroom-apartment-for-rent-riverside-1-3442873,180,3,4
A1 Properties Limited,Dagoretti North,Kileleshwa,"KSh 130,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3412635,180,3,4
A1 Properties Limited,Westlands,Riverside,"KSh 130,000",/listings/3-bedroom-apartment-for-rent-riverside-3463156,2450,3,4
Rejima Homes Ltd,Westlands,Westlands Area,"KSh 130,000",/listings/4-bedroom-apartment-for-rent-westlands-area-3444413,4,4,
Ws Properties Limited,Dagoretti North,"Mandera Road, Kileleshwa","KSh 130,000",/listings/furnished-1-bedroom-apartment-for-rent-kileleshwa-3397693,120,1,2
Ws Properties Limited,Westlands,"Riverside Drive, Riverside","KSh 130,000",/listings/3-bedroom-apartment-for-rent-riverside-3455266,230,3,4
Liflac Properties,Westlands,Runda,"KSh 130,000",/listings/furnished-2-bedroom-apartment-for-rent-runda-3460691,2,2,2
Gerryville Homes,Westlands,Westlands Area,"KSh 130,000",/listings/4-bedroom-apartment-for-rent-westlands-area-3457991,4,4,
Dunhill Consulting Limited,Westlands,Riverside,"KSh 130,000",/listings/4-bedroom-apartment-for-rent-riverside-3459778,4,4,
Urban Hut,Westlands,Riverside,"KSh 130,000",/listings/3-bedroom-apartment-for-rent-riverside-3457585,228,3,3
Furnished Rentals,Dagoretti North,Lavington,"KSh 130,000",/listings/furnished-2-bedroom-apartment-for-rent-lavington-3467998,2,2,2
Splendor Holdings,Westlands,Riverside,"KSh 130,000",/listings/2-bedroom-apartment-for-rent-riverside-3449179,2,2,
Trisums Investments Company Limited,Dagoretti North,"Othaya Road, Lavington","KSh 130,000",/listings/3-bedroom-apartment-for-rent-lavington-3459119,23,3,4
Coralinternational Ltd,Westlands,Rhapta Road,"KSh 130,000",/listings/3-bedroom-apartment-for-rent-rhapta-road-2-3447527,2400,3,3
Green Knight Properties,Dagoretti North,Kilimani,"KSh 130,000",/listings/4-bedroom-apartment-for-rent-kilimani-3425363,4,4,4
Green Knight Properties,Dagoretti North,"gatundu, Gatundu, Kileleshwa","KSh 130,000",/listings/furnished-2-bedroom-apartment-for-rent-kileleshwa-3442797,2,2,2
Green Knight Properties,Dagoretti North,"Kilimani Road , Kilimani","KSh 130,000",/listings/4-bedroom-apartment-for-rent-kilimani-3449348,4,4,
Canaan Properties,Dagoretti North,Kilimani,"KSh 130,000",/listings/3-bedroom-apartment-for-rent-kilimani-3462050,3,3,4
Mambo Properties Enterprise,Westlands,"Riverside Drive, Riverside","KSh 130,000",/listings/2-bedroom-apartment-for-rent-riverside-3434808,130,2,2
Mambo Properties Enterprise,Westlands,"Riverside Drive, Riverside","KSh 130,000",/listings/3-bedroom-apartment-for-rent-riverside-3436385,23,3,4
Mambo Properties Enterprise,Westlands,"Riverside Drive, Riverside","KSh 130,000",/listings/3-bedroom-apartment-for-rent-riverside-3436386,24,3,4
Mambo Properties Enterprise,Westlands,"Riverside Drive, Riverside","KSh 130,000",/listings/3-bedroom-apartment-for-rent-riverside-3437706,23,3,3
Regent Management Ltd,Westlands,"Sandalwood Lane Off Riverside Drive, Riverside","KSh 130,000",/listings/3-bedroom-apartment-for-rent-riverside-1-3424511,242,3,4
Eden Height Realty,Dagoretti North,Kileleshwa,"KSh 130,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-1-3445461,3,3,2
Sunland Real Estates Limited,Dagoretti North,"KILIMANI ROAD, Kilimani","KSh 130,000",/listings/4-bedroom-apartment-for-rent-kilimani-3417051,4,4,5
Halifax Estate Agency,Westlands,Parklands,"KSh 130,000",/listings/furnished-4-bedroom-apartment-for-rent-parklands-3423631,4,4,3
Benford Homes,Nyali,"Nyali, Nyali Area","KSh 130,000",/listings/3-bedroom-apartment-for-rent-nyali-area-3465836,2840,3,4
Origin Homes,Dagoretti North,Lavington,"KSh 130,000",/listings/furnished-2-bedroom-apartment-for-rent-lavington-3462882,2,2,2
Hold Kenya Investments Limited,Dagoretti North,"riverra towers, Nyangumi Road, Kilimani","KSh 130,000",/listings/furnished-3-bedroom-apartment-for-rent-kilimani-3458508,23,3,4
Royalgen Estates,Westlands,"Lantana, Rhapta Road","KSh 130,000",/listings/4-bedroom-apartment-for-rent-rhapta-road-3468091,1800,4,4
Wealthlink Realtors Ltd,Westlands,Rhapta Road,"KSh 130,000",/listings/3-bedroom-apartment-for-rent-rhapta-road-3462809,2800,3,3
Wealthlink Realtors Ltd,Westlands,General Mathenge,"KSh 130,000",/listings/3-bedroom-apartment-for-rent-general-mathenge-3463487,3,3,3
Crystal Valuers Ltd,Dagoretti North,"Hurligham, Kindaruma Road, Kilimani","KSh 130,000",/listings/furnished-2-bedroom-apartment-for-rent-kilimani-3455724,140,2,3
Kenya Classic Homes,Dagoretti North,Lavington,"KSh 130,000",/listings/4-bedroom-apartment-for-rent-lavington-3446982,213,4,5
Absolute Estate Agents,Dagoretti North,"Makueni Rd, Kileleshwa, Nairobi, Kileleshwa","KSh 130,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-40513,180,3,4
Masterways Properties Ltd,Dagoretti North,"Tigoni Road, Kilimani","KSh 130,000",/listings/3-bedroom-apartment-for-rent-kilimani-3463394,3,3,4
Dayfield Agencies,Westlands,Parklands,"KSh 130,000",/listings/4-bedroom-apartment-for-rent-parklands-3461322,4,4,4
Buy Rent Shelters,Westlands,"Riverside Dr, Westlands Area","KSh 130,000",/listings/3-bedroom-apartment-for-rent-westlands-area-1-3454149,3,3,
Fuzone Pride Investment,Dagoretti North,Lavington,"KSh 130,000",/listings/4-bedroom-apartment-for-rent-lavington-3448375,4,4,3
Ws Properties Limited,Westlands,"School Lane, Brookside","KSh 130,000",/listings/3-bedroom-apartment-for-rent-brookside-3406868,220,3,4
Medallion Systems,Dagoretti North,Lavington,"KSh 130,000",/listings/3-bedroom-apartment-for-rent-lavington-3466462,3,3,
Landmark Top Solutions,Westlands,Riverside,"KSh 130,000",/listings/3-bedroom-apartment-for-rent-riverside-1-3409401,170,3,4
Landmark Top Solutions,Westlands,Riverside,"KSh 130,000",/listings/3-bedroom-apartment-for-rent-riverside-1-3442974,180,3,4
The Houswitch Haven Ltd,Westlands,"Raphta Road, Rhapta Road","KSh 130,000",/listings/3-bedroom-apartment-for-rent-rhapta-road-3445364,3,3,4
Keensell Ventures,Westlands,"Westlands, Westlands, Westlands Area","KSh 130,000",/listings/furnished-1-bedroom-apartment-for-rent-westlands-area-3467765,1,1,2
Furnished Rentals,Dagoretti North,Kileleshwa,"KSh 130,000",/listings/furnished-3-bedroom-apartment-for-rent-kileleshwa-3467829,3,3,3
Ace Realtors Limited,Westlands,"21 04 22, 26 RA, Riverside","KSh 130,000",/listings/3-bedroom-apartment-for-rent-riverside-3467176,186,3,3
Canaan Properties,Westlands,Riverside,"KSh 130,000",/listings/3-bedroom-apartment-for-rent-riverside-3468758,3,3,4
Coralinternational Ltd,Westlands,"Raphta Road, Westlands Area","KSh 132,000",/listings/3-bedroom-apartment-for-rent-westlands-area-3411993,3,3,3
Canaan Properties,Dagoretti North,Kilimani,"KSh 132,000",/listings/3-bedroom-apartment-for-rent-kilimani-3460241,3,3,4
Dunhill Consulting Limited,Westlands,"Keiyo Road, Parklands","KSh 133,000",/listings/furnished-1-bedroom-apartment-for-rent-parklands-3432497,1,1,
Prudential Green Ville,Dagoretti North,"kilimani, Kilimani, Kilimani","KSh 135,000",/listings/4-bedroom-apartment-for-rent-kilimani-1-3446479,4,4,3
Wealthlink Realtors Ltd,Dagoretti North,Lavington,"KSh 135,000",/listings/3-bedroom-apartment-for-rent-lavington-1-3455286,279,3,3
Good Living Properties Limited,Westlands,Waiyaki Way,"KSh 135,000",/listings/4-bedroom-apartment-for-rent-waiyaki-way-3385196,4,4,3
Greenday Properties,Westlands,General Mathenge,"KSh 135,000",/listings/3-bedroom-apartment-for-rent-general-mathenge-1-3450714,260,3,4
Sky Limits Ventures,Dagoretti North,Kileleshwa,"KSh 135,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3464067,258,3,4
A1 Properties Limited,Dagoretti North,Kilimani,"KSh 135,000",/listings/3-bedroom-apartment-for-rent-kilimani-2-3459155,227,3,4
Falcon Sight Properties,Westlands,"Parklands, Parklands","KSh 135,000",/listings/4-bedroom-apartment-for-rent-parklands-3464985,4,4,4
Ws Properties Limited,Westlands,"Rhapta Road, Westlands Area","KSh 135,000",/listings/furnished-1-bedroom-apartment-for-rent-westlands-area-3397216,1,1,1
Ws Properties Limited,Dagoretti North,"Laikipia Road, Kileleshwa","KSh 135,000",/listings/furnished-2-bedroom-apartment-for-rent-kileleshwa-3399237,150,2,2
Opus Properties,Westlands,"1st Parklands Avenue, Parklands","KSh 135,000",/listings/3-bedroom-apartment-for-rent-parklands-3466515,3,3,4
Green Knight Properties,Westlands,"Pilipili way, Westlands Area","KSh 135,000",/listings/2-bedroom-apartment-for-rent-westlands-area-3450758,2,2,3
Tysons Limited,Dagoretti North,Lavington,"KSh 135,000",/listings/3-bedroom-apartment-for-rent-lavington-1-3455122,3,3,2
Kensimenterprises,Westlands,Waiyaki Way,"KSh 135,000",/listings/4-bedroom-apartment-for-rent-waiyaki-way-3384710,4,4,3
Eastwood Consulting Ltd,Westlands,"Brookside Drive, Brookside","KSh 135,000",/listings/3-bedroom-apartment-for-rent-brookside-3458439,3,3,3
Wealthlink Realtors Ltd,Westlands,Westlands Area,"KSh 135,000",/listings/2-bedroom-apartment-for-rent-westlands-area-3464332,2,2,2
Ws Properties Limited,Westlands,"Waiyaki Way, Westlands Area","KSh 135,000",/listings/furnished-2-bedroom-apartment-for-rent-westlands-area-3428305,150,2,2
Fit Property,Dagoretti North,"Riara Road, Kilimani, Nairobi , Kilimani","KSh 135,000",/listings/4-bedroom-apartment-for-rent-kilimani-3430967,260,4,
Stop Properties Real Estate,Westlands,Rhapta Road,"KSh 136,000",/listings/3-bedroom-apartment-for-rent-rhapta-road-3465201,3,3,3
Mambo Properties Enterprise,Westlands,"Mpaka Rd, Westlands Area","KSh 140,000",/listings/3-bedroom-apartment-for-rent-westlands-area-3437702,23,3,2
Mambo Properties Enterprise,Westlands,"Riverside Drive, Riverside","KSh 140,000",/listings/furnished-1-bedroom-apartment-for-rent-riverside-3444404,7,1,1
Mambo Properties Enterprise,Westlands,"General Mathenge, General Mathenge","KSh 140,000",/listings/4-bedroom-apartment-for-rent-general-mathenge-3444472,24,4,4
Mambo Properties Enterprise,Westlands,"Rhapta Rd, Rhapta Road","KSh 140,000",/listings/3-bedroom-apartment-for-rent-rhapta-road-3455291,23,3,3
Mambo Properties Enterprise,Westlands,"Riverside close, Riverside","KSh 140,000",/listings/2-bedroom-apartment-for-rent-riverside-3468485,160,2,2
Kenya Classic Homes,Dagoretti North,Lavington,"KSh 140,000",/listings/3-bedroom-apartment-for-rent-lavington-3443811,279,3,4
Kenya Classic Homes,Dagoretti North,Lavington,"KSh 140,000",/listings/4-bedroom-apartment-for-rent-lavington-3465478,180,4,5
Green Knight Properties,Dagoretti North,"Mbaazi, Lavington","KSh 140,000",/listings/furnished-2-bedroom-apartment-for-rent-lavington-3468044,2,2,2
Highend Consulting,Muthaiga,"Naivasha Avenue, Old Muthaiga","KSh 140,000",/listings/1-bedroom-apartment-for-rent-old-muthaiga-1-3425822,4047,1,1
Capstone Properties,Westlands,Riverside,"KSh 140,000",/listings/2-bedroom-apartment-for-rent-riverside-3458708,2,2,
Absolute Estate Agents,Dagoretti North,"Lenana rd,kilimani, Kilimani","KSh 140,000",/listings/furnished-2-bedroom-apartment-for-rent-kilimani-40605,120,2,2
Paradigm Homes,Dagoretti North,"Othaya Road, Kileleshwa","KSh 140,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3459425,3,3,5
Royani Properties Limited,Dagoretti North,"Laikipia Road, Kileleshwa","KSh 140,000",/listings/furnished-3-bedroom-apartment-for-rent-kileleshwa-3467117,3,3,2
Origin Homes,Dagoretti North,"Off Riara, Lavington","KSh 140,000",/listings/3-bedroom-apartment-for-rent-lavington-3460382,3,3,5
Jazari Homes,Dagoretti North,"Lavington, Lavington, Lavington","KSh 140,000",/listings/3-bedroom-apartment-for-rent-lavington-3466810,3,3,3
A1 Properties Limited,Dagoretti North,Kilimani,"KSh 140,000",/listings/3-bedroom-apartment-for-rent-kilimani-3382042,300,3,4
A1 Properties Limited,Dagoretti North,Kileleshwa,"KSh 140,000",/listings/4-bedroom-apartment-for-rent-kileleshwa-3-3412639,300,4,5
Dakima Home International,Westlands,"Brookside, Brookside","KSh 140,000",/listings/furnished-1-bedroom-apartment-for-rent-brookside-3445966,1,1,1
Cfs Homes,Westlands,Parklands,"KSh 140,000",/listings/3-bedroom-apartment-for-rent-parklands-3439133,3,3,
Unique Casles Management Ltd,Westlands,Waiyaki Way,"KSh 140,000",/listings/4-bedroom-apartment-for-rent-waiyaki-way-3462353,4,4,3
Unique Casles Management Ltd,Westlands,"Jambo Regency Apartments, Waiyaki Way","KSh 140,000",/listings/4-bedroom-apartment-for-rent-waiyaki-way-3462381,4,4,3
Keensell Ventures,Dagoretti North,Lavington,"KSh 140,000",/listings/furnished-1-bedroom-apartment-for-rent-lavington-1-3452086,1,1,
Jakharris Africa Ltd,Westlands,Rhapta Road,"KSh 140,000",/listings/4-bedroom-apartment-for-rent-rhapta-road-3458720,4,4,3
Royani Properties Limited,Westlands,"Fahari Palace Apartments, Church Road, Westlands Area","KSh 140,000",/listings/furnished-2-bedroom-apartment-for-rent-westlands-area-1-3443875,2,2,2
Coralinternational Ltd,Dagoretti North,"Off Dennis Pritt Road, Kileleshwa","KSh 140,000",/listings/furnished-3-bedroom-apartment-for-rent-kileleshwa-3460795,3,3,2
Coralinternational Ltd,Westlands,Westlands Area,"KSh 140,000",/listings/furnished-2-bedroom-apartment-for-rent-westlands-area-3393046,2,2,2
Coralinternational Ltd,Westlands,Parklands,"KSh 140,000",/listings/3-bedroom-apartment-for-rent-parklands-3450378,3,3,3
Coralinternational Ltd,Westlands,Lower Kabete,"KSh 140,000",/listings/3-bedroom-apartment-for-rent-lower-kabete-3455373,3,3,3
Simkar Group Limited,Westlands,"Mpaka Road, Westlands Area","KSh 140,000",/listings/2-bedroom-apartment-for-rent-westlands-area-3408622,2,2,2
Mambo Properties Enterprise,Dagoretti North,"Ngong Rd, Kilimani","KSh 140,000",/listings/furnished-2-bedroom-apartment-for-rent-kilimani-3448518,13,2,2
Green Knight Properties,Westlands,"Riverside drive , Riverside","KSh 140,000",/listings/furnished-1-bedroom-apartment-for-rent-riverside-3426101,1,1,1
Prime Lands,Dagoretti North,"kindaruma road, Kilimani","KSh 140,000",/listings/furnished-2-bedroom-apartment-for-rent-kilimani-3462310,2,2,2
Prudential Green Ville,Westlands,"riverside, Riverside, Riverside","KSh 140,000",/listings/3-bedroom-apartment-for-rent-riverside-1-3457111,3,3,3
Origin Homes,Westlands,Parklands,"KSh 140,000",/listings/3-bedroom-apartment-for-rent-parklands-3465563,3,3,4
Buy Rent Shelters,Westlands,"Brookside, Brookside","KSh 140,000",/listings/3-bedroom-apartment-for-rent-brookside-3461592,3,3,3
Buy Rent Shelters,Westlands,"Brookside, Westlands Area","KSh 140,000",/listings/3-bedroom-apartment-for-rent-westlands-area-3464363,3,3,3
Wealthlink Realtors Ltd,Westlands,Westlands Area,"KSh 140,000",/listings/3-bedroom-apartment-for-rent-westlands-area-3459313,2023,3,3
Wealthlink Realtors Ltd,Dagoretti North,Kileleshwa,"KSh 140,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3465162,3,3,2
Buy Rent Shelters,Westlands,"Brookside, Brookside","KSh 140,000",/listings/3-bedroom-apartment-for-rent-brookside-3461592,3,3,3
Buy Rent Shelters,Westlands,"Brookside, Westlands Area","KSh 140,000",/listings/3-bedroom-apartment-for-rent-westlands-area-3464363,3,3,3
Olympia Gold Real Estate,Westlands,Riverside,"KSh 140,000",/listings/3-bedroom-apartment-for-rent-riverside-3460576,3,3,3
Naftal Properties,Dagoretti North,Lavington,"KSh 140,000",/listings/3-bedroom-apartment-for-rent-lavington-3466357,3,3,3
Ensuite Realtors,Dagoretti North,"Othaya Road, Kileleshwa","KSh 140,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3459525,3,3,5
Greenday Properties,Dagoretti North,Kileleshwa,"KSh 140,000",/listings/2-bedroom-apartment-for-rent-kileleshwa-3459337,1500,2,2
J M Mccarthy Properties Ltd,Dagoretti North,Lavington,"KSh 140,000",/listings/furnished-3-bedroom-apartment-for-rent-lavington-3460344,3,3,4
J M Mccarthy Properties Ltd,Dagoretti North,Kilimani,"KSh 140,000",/listings/2-bedroom-apartment-for-rent-kilimani-3465542,2,2,2
Hassconsult,Westlands,Waiyaki Way,"KSh 140,000",/listings/furnished-2-bedroom-apartment-for-rent-waiyaki-way-3394604,2,2,2
Kenya Classic Homes,Westlands,Riverside,"KSh 140,000",/listings/2-bedroom-apartment-for-rent-riverside-3443970,186,2,2
Citiscape Valuers And Estate Agents Ltd,Dagoretti North,Kilimani,"KSh 140,000",/listings/3-bedroom-apartment-for-rent-kilimani-3434316,3,3,2
Prime Lands,Dagoretti North,Kilimani,"KSh 140,000",/listings/furnished-2-bedroom-apartment-for-rent-kilimani-3432062,111,2,
Halifax Estate Agency,Westlands,General Mathenge,"KSh 140,000",/listings/3-bedroom-apartment-for-rent-general-mathenge-3462283,3,3,2
City Homes Kenya Real Estate,Dagoretti North,"suguta road, Kileleshwa","KSh 140,000",/listings/furnished-2-bedroom-apartment-for-rent-kileleshwa-3464733,2,2,2
Origin Homes,Westlands,General Mathenge,"KSh 140,000",/listings/2-bedroom-apartment-for-rent-general-mathenge-3465560,2,2,3
Buy Rent Shelters,Westlands,"Brookside, Westlands Area","KSh 140,000",/listings/3-bedroom-apartment-for-rent-westlands-area-3460313,262,3,3
Buy Rent Shelters,Westlands,"Westlands, Brookside","KSh 140,000",/listings/3-bedroom-apartment-for-rent-brookside-3465235,3,3,3
Yellow Market,Dagoretti North,"near Valley arcade shopping, Valley Arcade","KSh 140,000",/listings/3-bedroom-apartment-for-rent-valley-arcade-3467009,3,3,4
Symonns Realty,Westlands,Riverside,"KSh 140,000",/listings/4-bedroom-apartment-for-rent-riverside-3-3405029,4,4,3
Wealthlink Realtors Ltd,Westlands,Westlands Area,"KSh 140,000",/listings/furnished-2-bedroom-apartment-for-rent-westlands-area-3466095,20000,2,2
Cloud Real Estate,Dagoretti North,Kilimani,"KSh 140,000",/listings/furnished-2-bedroom-apartment-for-rent-kilimani-3468385,2,2,
Ws Properties Limited,Westlands,"5Th Avenue, Parklands","KSh 140,000",/listings/4-bedroom-apartment-for-rent-parklands-3397138,4,4,4
Casapiu Holdings Limited,Westlands,Riverside,"KSh 140,000",/listings/3-bedroom-apartment-for-rent-riverside-3463842,3,3,4
Coralinternational Ltd,Westlands,"Githuri Road, Parklands","KSh 145,000",/listings/4-bedroom-apartment-for-rent-parklands-3426167,4,4,5
Pam Golding Properties,Dagoretti North,Kilimani,"KSh 145,000",/listings/furnished-3-bedroom-apartment-for-rent-kilimani-3446917,3,3,4
Pam Golding Properties,Thika Road,Thika Road,"KSh 145,000",/listings/3-bedroom-apartment-for-rent-thika-road-3447745,3,3,3
Fit Property,Dagoretti North,"Gatundu Road, Kileleshwa, Nairobi, Kileleshwa","KSh 145,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3463140,2400,3,3
Washington Homes Kenya,Westlands,"Riverside Drive, Riverside","KSh 145,000",/listings/3-bedroom-apartment-for-rent-riverside-3468376,3,3,5
Coralinternational Ltd,Westlands,Parklands,"KSh 145,000",/listings/4-bedroom-apartment-for-rent-parklands-3463913,4,4,4
Prudential Green Ville,Dagoretti North,"kileleshwa, Kileleshwa, Kileleshwa","KSh 145,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3444100,3,3,3
Geoscape Global Limited,Westlands,Westlands Area,"KSh 145,000",/listings/furnished-2-bedroom-apartment-for-rent-westlands-area-3455948,2,2,2
Capstone Properties,Dagoretti North,Kilimani,"KSh 145,000",/listings/3-bedroom-apartment-for-rent-kilimani-3467010,3,3,3
Prudential Green Ville,Dagoretti North,"kileleshwa, Kileleshwa, Kileleshwa","KSh 145,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-1-3453372,3,3,3
Coralinternational Ltd,Dagoretti North,"Argwings Kodhek Rd, Kilimani","KSh 150,000",/listings/2-bedroom-apartment-for-rent-kilimani-3439001,2,2,2
Kenya Classic Homes,Dagoretti North,Kilimani,"KSh 150,000",/listings/4-bedroom-apartment-for-rent-kilimani-3440346,279,4,5
Mambo Properties Enterprise,Dagoretti North,"Othaya Rd, Lavington","KSh 150,000",/listings/4-bedroom-apartment-for-rent-lavington-3437258,24,4,4
Mambo Properties Enterprise,Westlands,"Laikipia Rd, Riverside","KSh 150,000",/listings/2-bedroom-apartment-for-rent-riverside-3446001,13,2,2
Green Knight Properties,Dagoretti North,"Laikipia , Kileleshwa","KSh 150,000",/listings/2-bedroom-apartment-for-rent-kileleshwa-3449150,2,2,2
Realty Plus,Westlands,Riverside,"KSh 150,000",/listings/3-bedroom-apartment-for-rent-riverside-2-3404954,3,3,3
Capstone Properties,Westlands,General Mathenge,"KSh 150,000",/listings/3-bedroom-apartment-for-rent-general-mathenge-3466946,3,3,
Yellow Market,Dagoretti North,"Othaya Road, Lavington","KSh 150,000",/listings/4-bedroom-apartment-for-rent-lavington-3423535,4,4,4
Dmus Realtors,Dagoretti North,"Siaya Road, Kileleshwa","KSh 150,000",/listings/4-bedroom-apartment-for-rent-kileleshwa-3459019,4,4,5
Fit Property,Westlands,"Parklands Road, Westlands, Nairobi, Parklands","KSh 150,000",/listings/4-bedroom-apartment-for-rent-parklands-3443739,260,4,
Wealthlink Realtors Ltd,Westlands,Westlands Area,"KSh 150,000",/listings/4-bedroom-apartment-for-rent-westlands-area-3466756,21000,4,4
Dmus Realtors,Dagoretti North,"Siaya Road, Kileleshwa","KSh 150,000",/listings/4-bedroom-apartment-for-rent-kileleshwa-3459019,4,4,5
A1 Properties Limited,Dagoretti North,Kileleshwa,"KSh 150,000",/listings/4-bedroom-apartment-for-rent-kileleshwa-3-3429181,4,4,5
Naftal Properties,Dagoretti North,Lavington,"KSh 150,000",/listings/2-bedroom-apartment-for-rent-lavington-3435344,200,2,2
Naftal Properties,Dagoretti North,Kilimani,"KSh 150,000",/listings/furnished-2-bedroom-apartment-for-rent-kilimani-3467046,2,2,
Yellow Market,Dagoretti North,"Othaya Road, Lavington","KSh 150,000",/listings/4-bedroom-apartment-for-rent-lavington-3423535,4,4,4
Fit Property,Westlands,"Parklands Road, Westlands, Nairobi, Parklands","KSh 150,000",/listings/4-bedroom-apartment-for-rent-parklands-3443739,260,4,
Dakima Home International,Westlands,Westlands Area,"KSh 150,000",/listings/4-bedroom-apartment-for-rent-westlands-area-3467221,4,4,3
Ws Properties Limited,Dagoretti North,"Mandera Road, Kileleshwa","KSh 150,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-1-3414942,220,3,4
Ws Properties Limited,Westlands,"Lantana Road, Rhapta Road","KSh 150,000",/listings/4-bedroom-apartment-for-rent-rhapta-road-3466013,2500,4,5
Blue Zone Properties,Westlands,"1, Redhill drive, Nyari","KSh 150,000",/listings/3-bedroom-apartment-for-rent-nyari-3460320,270,3,4
Lizmor Properties,Westlands,Waiyaki Way,"KSh 150,000",/listings/furnished-2-bedroom-apartment-for-rent-waiyaki-way-3427202,2,2,
Gerryville Homes,Dagoretti North,Kileleshwa,"KSh 150,000",/listings/4-bedroom-apartment-for-rent-kileleshwa-3440198,4,4,
